lot_id,capacity,latitude,longitude,occupancy,vehicle_type,traffic_level,queue_length,is_special_day,timestamp,occupancy_rate,vehicle_weight,normalized_traffic,price_model1,demand,normalized_demand,price_model2,price_model3
BHMEURBRD01,470,26.14901995,91.7395035,458,cycle,high,6,0,2016-10-04 10:59:00,0.9744680851063828,1.0,0.8,14.872340425531917,4.614468085106383,0.5908664777343569,11.181732955468712,10.181732955468712
Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,2016-10-04 10:59:00,0.6789447486311598,0.6,0.5,13.3947237431558,3.5489447486311594,-0.1919176575356224,9.616164684928757,10.616164684928757
Shopping,1920,26.15050395,91.73353109,1428,truck,average,6,0,2016-10-04 11:25:00,0.74375,1.5,0.5,13.71875,5.19375,1.0164345317645669,12.032869063529134,12.032869063529134
BHMNCPHST01,1200,26.14001386,91.73099967,765,car,average,5,0,2016-10-04 11:25:00,0.6375,1.0,0.5,13.1875,3.9875,0.1302658943952917,10.260531788790583,11.260531788790583
BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,2016-10-04 11:25:00,0.4280762564991334,1.0,0.5,12.140381282495667,3.7780762564991335,-0.0235867509194732,9.952826498161054,10.952826498161054
Others-CCCPS8,1322,26.14754886,91.72799519,820,truck,average,5,0,2016-10-04 11:25:00,0.6202723146747352,1.5,0.5,13.101361573373676,4.570272314674735,0.558398162160555,11.11679632432111,12.11679632432111
Others-CCCPS202,2937,26.14749053,91.72799688,1369,bike,average,6,0,2016-10-04 11:25:00,0.4661218930881852,0.6,0.5,12.330609465440926,3.836121893088185,0.019056335241233,10.038112670482466,11.038112670482466
Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,2016-10-04 11:25:00,0.7088103534096566,0.6,0.5,13.544051767048284,4.078810353409657,0.1973468241020215,10.394693648204044,11.394693648204044
BHMEURBRD01,470,26.14901995,91.7395035,464,car,average,5,0,2016-10-04 11:25:00,0.9872340425531916,1.0,0.5,14.936170212765958,4.337234042553192,0.3871971606593416,10.774394321318685,9.774394321318685
Others-CCCPS98,3103,26.14749998,91.72797778,1241,truck,high,9,0,2016-10-04 11:25:00,0.3999355462455688,1.5,0.8,11.999677731227845,6.139935546245569,1.7115474488339468,13.423094897667893,13.423094897667893
Others-CCCPS135a,3883,26.14749943,91.72800489,3221,truck,average,7,0,2016-10-04 11:25:00,0.829513262941025,1.5,0.5,14.147566314705124,5.779513262941025,1.4467640924206735,12.893528184841347,12.893528184841347
BHMMBMMBX01,687,20.0000347,78.00000286,604,bike,average,5,0,2016-10-04 11:25:00,0.8791848617176128,0.6,0.5,14.395924308588064,3.749184861717613,-0.0448117440346967,9.910376511930606,9.910376511930606
Others-CCCPS119a,2803,26.14754061,91.72797041,588,truck,average,5,0,2016-10-04 11:25:00,0.2097752408134142,1.5,0.5,11.04887620406707,4.159775240813413,0.2568274822950526,10.513654964590105,11.513654964590105
BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,2016-10-04 11:25:00,0.8372093023255814,0.6,0.5,14.186046511627907,3.707209302325581,-0.0756489869522092,9.848702026095582,10.848702026095582
BHMNCPNST01,485,26.14004753,91.73097233,373,truck,high,7,0,2016-10-04 11:25:00,0.7690721649484537,1.5,0.8,13.845360824742269,5.509072164948453,1.2480851955943706,12.49617039118874,12.49617039118874
Broad Street,690,26.13795775,91.74099445,672,car,average,6,0,2016-10-04 11:25:00,0.9739130434782608,1.0,0.5,14.869565217391305,4.823913043478261,0.7447347085026652,11.489469417005331,10.489469417005331
Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,average,6,0,2016-10-04 11:59:00,0.4150821785368997,0.6,0.5,12.0754108926845,3.7850821785369,-0.0184398672836408,9.96312026543272,10.96312026543272
Others-CCCPS135a,3883,26.14749943,91.72800489,3248,bike,average,7,0,2016-10-04 11:59:00,0.836466649497811,0.6,0.5,14.182333247489057,4.706466649497811,0.6584529999699475,11.316905999939896,11.316905999939896
BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0,2016-10-04 11:59:00,0.4488734835355286,1.0,0.5,12.244367417677644,3.798873483535529,-0.0083081185100212,9.983383762979956,10.983383762979956
Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0,2016-10-04 11:59:00,0.4732720463057541,1.0,0.5,12.36636023152877,4.323272046305754,0.3769400139737071,10.753880027947414,11.753880027947414
Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,average,5,0,2016-10-04 11:59:00,0.2158401712450945,1.0,0.5,11.079200856225471,3.5658401712450942,-0.1795054762833375,9.640989047433324,10.640989047433324
BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,2016-10-04 11:59:00,0.8578811369509044,1.0,0.5,14.289405684754522,4.207881136950904,0.2921683622366801,10.58433672447336,11.58433672447336
Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,2016-10-04 11:59:00,0.7317073170731707,0.6,0.5,13.658536585365852,4.101707317073171,0.2141680229327695,10.42833604586554,11.42833604586554
Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,8,0,2016-10-04 11:59:00,0.632375189107413,1.0,0.8,13.161875945537066,5.2723751891074135,1.0741963362779088,12.148392672555817,12.148392672555817
Broad Street,690,26.13795775,91.74099445,677,car,high,7,0,2016-10-04 11:59:00,0.981159420289855,1.0,0.8,14.905797101449275,5.121159420289855,0.9631060384111289,11.926212076822258,10.926212076822258
Shopping,1920,26.15050395,91.73353109,1447,car,average,6,0,2016-10-04 11:59:00,0.7536458333333333,1.0,0.5,13.768229166666668,4.603645833333333,0.5829159367130174,11.165831873426036,11.165831873426036
BHMNCPNST01,485,26.14004753,91.73097233,381,car,high,7,0,2016-10-04 11:59:00,0.7855670103092783,1.0,0.8,13.927835051546392,4.925567010309278,0.8194145487263532,11.638829097452708,11.638829097452708
BHMNCPHST01,1200,26.14001386,91.73099967,771,car,average,6,0,2016-10-04 11:59:00,0.6425,1.0,0.5,13.2125,4.4925,0.5012629197809779,11.002525839561956,11.002525839561956
BHMMBMMBX01,687,20.0000347,78.00000286,634,bike,average,5,0,2016-10-04 11:59:00,0.9228529839883552,0.6,0.5,14.614264919941776,3.7928529839883542,-0.0127310639027684,9.974537872194464,9.974537872194464
BHMEURBRD01,470,26.14901995,91.7395035,460,bike,average,5,0,2016-10-04 11:59:00,0.9787234042553192,0.6,0.5,14.893617021276595,3.848723404255319,0.0283140048617698,10.05662800972354,11.05662800972354
Shopping,1920,26.15050395,91.73353109,1460,cycle,high,10,0,2016-10-04 12:29:00,0.7604166666666666,1.0,0.8,13.802083333333332,6.400416666666668,1.9029092722901015,13.805818544580204,13.805818544580204
Others-CCCPS135a,3883,26.14749943,91.72800489,3251,car,high,11,0,2016-10-04 12:29:00,0.8372392480041205,1.0,0.8,14.186196240020603,6.977239248004121,2.3266705828871084,14.653341165774217,14.653341165774217
BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,high,8,0,2016-10-04 12:29:00,0.4610051993067591,0.6,0.8,12.305025996533796,4.621005199306759,0.5956689528292995,11.191337905658598,12.191337905658598
