lot_id,capacity,latitude,longitude,occupancy,vehicle_type,traffic_level,queue_length,is_special_day,timestamp,occupancy_rate,vehicle_weight,normalized_traffic,price_model1,demand,normalized_demand,price_model2,price_model3
Others-CCCPS202,2937,26.14749053,91.72799688,665,car,low,2,0,2016-10-04 08:25:00,0.22642151855635,1.0,0.2,11.13210759278175,2.28642151855635,-1.1194272869179642,7.761145426164071,8.76114542616407
Others-CCCPS135a,3883,26.14749943,91.72800489,1467,bike,low,3,0,2016-10-04 08:25:00,0.3778006695853721,0.6,0.2,11.889003347926861,2.4578006695853722,-0.9935240092053078,8.012951981589385,8.012951981589385
BHMBCCTHL01,387,26.14449459,91.73620513,129,car,average,2,0,2016-10-04 08:25:00,0.3333333333333333,1.0,0.5,11.666666666666666,2.183333333333333,-1.1951607722053859,7.609678455589228,8.60967845558923
BHMMBMMBX01,687,20.0000347,78.00000286,302,car,low,1,0,2016-10-04 08:25:00,0.4395924308588064,1.0,0.2,12.197962154294032,1.9995924308588062,-1.3301455806404967,7.339708838719005,7.339708838719005
BHMEURBRD01,470,26.14901995,91.7395035,174,bike,low,1,0,2016-10-04 08:25:00,0.3702127659574468,0.6,0.2,11.851063829787234,1.4502127659574469,-1.7337460192262184,6.532507961547562,7.532507961547562
Others-CCCPS98,3103,26.14749998,91.72797778,678,bike,average,3,0,2016-10-04 08:25:00,0.21849822752175313,0.6,0.5,11.092491137608766,2.088498227521753,-1.2648311527167384,7.470337694566522,8.470337694566522
Broad Street,690,26.13795775,91.74099445,269,car,low,2,0,2016-10-04 08:25:00,0.3898550724637681,1.0,0.2,11.94927536231884,2.449855072463768,-0.9993612228627894,8.00127755427442,8.00127755427442
Others-CCCPS119a,2803,26.14754061,91.72797041,238,car,average,2,0,2016-10-04 08:25:00,0.0849090260435248,1.0,0.5,10.424545130217624,1.9349090260435249,-1.3776650871321552,7.24466982573569,8.24466982573569
Shopping,1920,26.15050395,91.73353109,761,car,low,2,0,2016-10-04 08:25:00,0.3963541666666667,1.0,0.2,11.981770833333334,2.456354166666667,-0.9945866790667958,8.010826641866409,8.010826641866409
BHMNCPHST01,1200,26.14001386,91.73099967,315,bike,low,2,0,2016-10-04 08:25:00,0.2625,0.6,0.2,11.3125,1.8425,-1.445553154025098,7.108893691949803,8.108893691949802
BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,2016-10-04 08:25:00,0.11091854419410745,1.0,0.2,10.554592720970538,1.6709185441941075,-1.5716050544514975,6.856789891097005,7.856789891097005
Others-CCCPS8,1322,26.14754886,91.72799519,518,car,average,3,0,2016-10-04 08:59:00,0.3918305597579425,1.0,0.5,11.959152798789713,2.7418305597579424,-0.7848621391565025,8.430275721686995,8.430275721686995
BHMBCCTHL01,387,26.14449459,91.73620513,155,car,low,2,0,2016-10-04 08:59:00,0.4005167958656331,1.0,0.2,12.002583979328165,2.460516795865633,-0.991528613620063,8.016942772759874,9.016942772759874
Others-CCCPS119a,2803,26.14754061,91.72797041,323,car,low,2,0,2016-10-04 08:59:00,0.11523367820192651,1.0,0.2,10.576168391009633,2.1752336782019266,-1.2011111642061814,7.597777671587638,8.597777671587638
Shopping,1920,26.15050395,91.73353109,958,car,low,2,0,2016-10-04 08:59:00,0.49895833333333334,1.0,0.2,12.494791666666666,2.5589583333333334,-0.9192087768380621,8.161582446323877,8.161582446323877
Others-CCCPS135a,3883,26.14749943,91.72800489,2007,car,low,2,0,2016-10-04 08:59:00,0.516868400721092,1.0,0.2,12.58434200360546,2.576868400721092,-0.9060511892631797,8.187897621473642,8.187897621473642
Broad Street,690,26.13795775,91.74099445,415,bike,low,3,0,2016-10-04 08:59:00,0.6014492753623188,0.6,0.2,13.007246376811594,2.681449275362319,-0.8292211033144103,8.34155779337118,8.34155779337118
BHMNCPNST01,485,26.14004753,91.73097233,278,car,low,2,0,2016-10-04 08:59:00,0.5731958762886598,1.0,0.2,12.8659793814433,2.63319587628866,-0.8646703459304023,8.270659308139196,8.270659308139196
BHMEURBRD01,470,26.14901995,91.7395035,269,truck,low,2,0,2016-10-04 08:59:00,0.5723404255319149,1.5,0.2,12.861702127659575,3.232340425531915,-0.4245102557416986,9.150979488516603,9.150979488516603
BHMMBMMBX01,687,20.0000347,78.00000286,346,truck,low,2,0,2016-10-04 08:59:00,0.5036390101892285,1.5,0.2,12.518195050946144,3.1636390101892284,-0.47498158392372475,9.05003683215255,9.05003683215255
BHMBCCMKT01,577,26.14453614,91.73617216,80,car,low,2,0,2016-10-04 08:59:00,0.1386481802426343,1.0,0.2,10.693240901213171,2.198648180242634,-1.1839097570616477,7.632180485876705,8.632180485876706
Others-CCCPS98,3103,26.14749998,91.72797778,792,car,low,3,0,2016-10-04 08:59:00,0.25523686754753466,1.0,0.2,11.276184337737673,2.8152368675475348,-0.7309343731476216,8.538131253704757,8.538131253704757
BHMNCPHST01,1200,26.14001386,91.73099967,441,car,low,2,0,2016-10-04 08:59:00,0.3675,1.0,0.2,11.8375,2.4275,-1.0157843226377188,7.968431354724562,8.968431354724562
Others-CCCPS202,2937,26.14749053,91.72799688,848,bike,low,2,0,2016-10-04 08:59:00,0.28872999659516513,0.6,0.2,11.443649982975826,1.8687299965951651,-1.4262833506336468,7.147433298732706,8.147433298732706
Others-CCCPS105a,2009,26.14747299,91.72804914,864,car,low,2,0,2016-10-04 08:59:00,0.4300647088103534,1.0,0.2,12.150323544051767,2.4900647088103534,-0.9698213110282878,8.060357377943424,8.060357377943424
BHMEURBRD01,470,26.14901995,91.7395035,351,cycle,low,3,0,2016-10-04 09:32:00,0.7468085106382979,1.0,0.2,13.73404255319149,3.306808510638298,-0.36980245760182473,9.26039508479635,9.26039508479635
BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,low,2,0,2016-10-04 09:32:00,0.5271317829457365,1.0,0.2,12.635658914728683,2.5871317829457365,-0.8985112204003294,8.202977559199342,9.202977559199342
Others-CCCPS202,2937,26.14749053,91.72799688,1036,car,low,3,0,2016-10-04 09:32:00,0.35274089206673476,1.0,0.2,11.763704460333674,2.9127408920667346,-0.6593032779797876,8.681393444040426,8.681393444040426
Others-CCCPS8,1322,26.14754886,91.72799519,590,cycle,low,3,0,2016-10-04 09:32:00,0.4462934947049924,1.0,0.2,12.231467473524962,3.0062934947049924,-0.5905750853146733,8.818849829370652,8.818849829370652
Broad Street,690,26.13795775,91.74099445,530,car,low,2,0,2016-10-04 09:32:00,0.7681159420289855,1.0,0.2,13.840579710144928,2.8281159420289854,-0.7214727923113069,8.557054415377387,8.557054415377387
Others-CCCPS98,3103,26.14749998,91.72797778,932,car,low,3,0,2016-10-04 09:32:00,0.30035449564937156,1.0,0.2,11.501772478246858,2.8603544956493714,-0.6977888170719007,8.604422365856198,8.604422365856198
Others-CCCPS119a,2803,26.14754061,91.72797041,420,bike,low,2,0,2016-10-04 09:32:00,0.14983945772386728,0.6,0.2,10.749197288619337,1.7298394577238674,-1.528318948208828,6.943362103582345,7.943362103582345
Others-CCCPS105a,2009,26.14747299,91.72804914,1004,car,low,3,0,2016-10-04 09:32:00,0.4997511199601792,1.0,0.2,12.498755599800896,3.059751119960179,-0.5513025705545604,8.897394858890879,8.897394858890879
BHMBCCMKT01,577,26.14453614,91.73617216,107,car,low,2,0,2016-10-04 09:32:00,0.1854419410745234,1.0,0.2,10.927209705372617,2.2454419410745237,-1.1495328341403799,7.700934331719241,8.70093433171924
Shopping,1920,26.15050395,91.73353109,1121,cycle,low,3,0,2016-10-04 09:32:00,0.5838541666666667,1.0,0.2,12.919270833333334,3.143854166666667,-0.48951647123974773,9.020967057520505,9.020967057520505
Others-CCCPS135a,3883,26.14749943,91.72800489,2502,bike,low,3,0,2016-10-04 09:32:00,0.6443471542621684,0.6,0.2,13.221735771310842,2.7243471542621682,-0.7977062806070847,8.404587438785832,9.404587438785832
BHMMBMMBX01,687,20.0000347,78.00000286,414,truck,low,2,0,2016-10-04 09:32:00,0.6026200873362445,1.5,0.2,13.013100436681222,3.262620087336244,-0.4022653756246872,9.195469248750625,9.195469248750625
BHMNCPHST01,1200,26.14001386,91.73099967,552,bike,low,2,0,2016-10-04 09:32:00,0.46,0.6,0.2,12.3,2.04,-1.3004602579584188,7.3990794840831615,8.399079484083162
BHMNCPNST01,485,26.14004753,91.73097233,302,truck,low,3,0,2016-10-04 09:32:00,0.622680412371134,1.5,0.2,13.11340206185567,3.7826804123711337,-0.020204318973088872,9.959591362053823,9.959591362053823
BHMNCPHST01,1200,26.14001386,91.73099967,638,car,low,2,0,2016-10-04 09:59:00,0.5316666666666666,1.0,0.2,12.658333333333333,2.591666666666667,-0.895179679071745,8.20964064185651,9.20964064185651
Shopping,1920,26.15050395,91.73353109,1254,truck,low,3,0,2016-10-04 09:59:00,0.653125,1.5,0.2,13.265625,3.813125,0.0021617235009768767,10.004323447001955,10.004323447001955
Others-CCCPS8,1322,26.14754886,91.72799519,657,truck,low,3,0,2016-10-04 09:59:00,0.4969742813918306,1.5,0.2,12.484871406959153,3.6569742813918307,-0.11255402326232629,9.774891953475347,9.774891953475347
BHMEURBRD01,470,26.14901995,91.7395035,397,bike,low,2,0,2016-10-04 09:59:00,0.8446808510638298,0.6,0.2,14.22340425531915,2.42468085106383,-1.0178554035672998,7.9642891928654,8.964289192865401
Others-CCCPS98,3103,26.14749998,91.72797778,1052,cycle,low,3,0,2016-10-04 09:59:00,0.33902674830808893,1.0,0.2,11.695133741540445,2.899026748308089,-0.6693783404355682,8.661243319128864,9.661243319128864
Others-CCCPS119a,2803,26.14754061,91.72797041,476,car,low,3,0,2016-10-04 09:59:00,0.1698180520870496,1.0,0.2,10.849090260435247,2.7298180520870496,-0.793687098786847,8.412625802426305,9.412625802426305
BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,2016-10-04 09:59:00,0.6098191214470284,1.0,0.2,13.049095607235142,2.6698191214470284,-0.8377651676854014,8.324469664629197,9.324469664629197
Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,2016-10-04 09:59:00,0.5684420109507218,1.0,0.2,12.84221005475361,3.128442010950722,-0.5008389740623153,8.99832205187537,8.99832205187537
Others-CCCPS202,2937,26.14749053,91.72799688,1163,car,low,3,0,2016-10-04 09:59:00,0.39598229485869935,1.0,0.2,11.979911474293496,2.9559822948586993,-0.6275360862781575,8.744927827443686,9.744927827443686
Broad Street,690,26.13795775,91.74099445,600,car,low,2,0,2016-10-04 09:59:00,0.8695652173913043,1.0,0.2,14.347826086956522,2.9295652173913043,-0.6469433281787254,8.70611334364255,8.70611334364255
BHMNCPNST01,485,26.14004753,91.73097233,327,car,average,3,0,2016-10-04 09:59:00,0.6742268041237114,1.0,0.5,13.371134020618557,3.0242268041237113,-0.5774004230381073,8.845199153923785,8.845199153923785
BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,2016-10-04 09:59:00,0.25996533795493937,0.6,0.2,11.299826689774697,1.8399653379549394,-1.44741523735,7.105169525299999,8.1051695253
Others-CCCPS135a,3883,26.14749943,91.72800489,2802,truck,low,3,0,2016-10-04 09:59:00,0.7216070048931239,1.5,0.2,13.60803502446562,3.8816070048931235,0.05247186232829741,10.104943724656595,10.104943724656595
BHMMBMMBX01,687,20.0000347,78.00000286,485,car,low,3,0,2016-10-04 09:59:00,0.7059679767103348,1.0,0.2,13.529839883551674,3.2659679767103347,-0.3998058568145725,9.200388286370856,9.200388286370856
Others-CCCPS8,1322,26.14754886,91.72799519,715,car,low,3,0,2016-10-04 10:26:00,0.5408472012102874,1.0,0.2,12.704236006051437,3.1008472012102875,-0.5211114341212957,8.957777131757409,9.957777131757409
BHMEURBRD01,470,26.14901995,91.7395035,430,car,low,3,0,2016-10-04 10:26:00,0.9148936170212766,1.0,0.2,14.574468085106382,3.4748936170212765,-0.24631914180039577,9.507361716399208,9.507361716399208
Others-CCCPS98,3103,26.14749998,91.72797778,1142,car,low,4,0,2016-10-04 10:26:00,0.368030937802127,1.0,0.2,11.840154689010635,3.428030937802127,-0.2807466954477384,9.438506609104524,10.438506609104524
Broad Street,690,26.13795775,91.74099445,642,car,low,4,0,2016-10-04 10:26:00,0.9304347826086956,1.0,0.2,14.652173913043478,3.9904347826086957,0.13242192532198443,10.26484385064397,10.26484385064397
BHMBCCMKT01,577,26.14453614,91.73617216,177,car,low,3,0,2016-10-04 10:26:00,0.30675909878682844,1.0,0.2,11.533795493934143,2.8667590987868286,-0.6930836909079949,8.61383261818401,9.61383261818401
Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,2016-10-04 10:26:00,0.6197112991538078,1.5,0.2,13.098556495769039,4.279711299153808,0.3449382167124201,10.68987643342484,10.68987643342484
Others-CCCPS119a,2803,26.14754061,91.72797041,525,cycle,low,4,0,2016-10-04 10:26:00,0.1872993221548341,1.0,0.2,10.93649661077417,3.2472993221548343,-0.4135207386126786,9.172958522774643,10.172958522774643
BHMNCPHST01,1200,26.14001386,91.73099967,686,car,average,4,0,2016-10-04 10:26:00,0.5716666666666667,1.0,0.5,12.858333333333334,3.421666666666667,-0.2854221918041815,9.429155616391636,9.429155616391636
Others-CCCPS202,2937,26.14749053,91.72799688,1257,car,low,3,0,2016-10-04 10:26:00,0.4279877425944842,1.0,0.2,12.139938712972421,2.987987742594484,-0.6040233617115967,8.791953276576807,9.791953276576807
Others-CCCPS135a,3883,26.14749943,91.72800489,3035,car,low,5,0,2016-10-04 10:26:00,0.7816121555498327,1.0,0.2,13.908060777749164,4.341612155549832,0.3904135307554922,10.780827061510985,10.780827061510985
Shopping,1920,26.15050395,91.73353109,1324,car,low,4,0,2016-10-04 10:26:00,0.6895833333333333,1.0,0.2,13.447916666666666,3.749583333333333,-0.044519007828493,9.910961984343015,9.910961984343015
BHMMBMMBX01,687,20.0000347,78.00000286,530,car,average,5,0,2016-10-04 10:26:00,0.7714701601164483,1.0,0.5,13.857350800582243,4.1214701601164485,0.22868674765003744,10.457373495300075,10.457373495300075
BHMNCPNST01,485,26.14004753,91.73097233,351,car,low,3,0,2016-10-04 10:26:00,0.7237113402061855,1.0,0.2,13.618556701030927,3.2837113402061853,-0.38677073784962684,9.226458524300746,10.226458524300746
BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,2016-10-04 10:26:00,0.6821705426356589,1.0,0.2,13.410852713178294,3.242170542635659,-0.417288584049259,9.165422831901482,10.165422831901482
Shopping,1920,26.15050395,91.73353109,1387,car,average,5,0,2016-10-04 10:59:00,0.7223958333333333,1.0,0.5,13.611979166666668,4.072395833333333,0.19263441248302576,10.385268824966051,10.385268824966051
BHMNCPHST01,1200,26.14001386,91.73099967,729,car,average,4,0,2016-10-04 10:59:00,0.6075,1.0,0.5,13.0375,3.4574999999999996,-0.25909732036592364,9.481805359268153,10.481805359268153
Others-CCCPS202,2937,26.14749053,91.72799688,1354,bike,high,7,0,2016-10-04 10:59:00,0.4610146407899217,0.6,0.8,12.305073203949608,4.121014640789921,0.22835210148142893,10.45670420296286,10.45670420296286
Others-CCCPS98,3103,26.14749998,91.72797778,1210,car,average,5,0,2016-10-04 10:59:00,0.38994521430873347,1.0,0.5,11.949726071543667,3.739945214308733,-0.05159962859768054,9.89680074280464,10.89680074280464
Others-CCCPS135a,3883,26.14749943,91.72800489,3169,car,average,6,0,2016-10-04 10:59:00,0.816121555498326,1.0,0.5,14.080607777491629,4.666121555498326,0.6288135744992251,11.25762714899845,11.25762714899845
BHMMBMMBX01,687,20.0000347,78.00000286,573,car,average,4,0,2016-10-04 10:59:00,0.834061135371179,1.0,0.5,14.170305676855895,3.684061135371179,-0.09265473167144578,9.814690536657109,9.814690536657109
Broad Street,690,26.13795775,91.74099445,675,bike,average,4,0,2016-10-04 10:59:00,0.9782608695652174,0.6,0.5,14.891304347826086,3.348260869565217,-0.339349582637257,9.321300834725486,10.321300834725486
BHMNCPNST01,485,26.14004753,91.73097233,371,car,high,6,0,2016-10-04 10:59:00,0.7649484536082474,1.0,0.8,13.824742268041238,4.404948453608247,0.43694338853492415,10.873886777069847,10.873886777069847
Others-CCCPS8,1322,26.14754886,91.72799519,791,car,average,4,0,2016-10-04 10:59:00,0.5983358547655068,1.0,0.5,12.991679273827534,3.4483358547655065,-0.2658297374395857,9.468340525120828,10.468340525120828
BHMBCCMKT01,577,26.14453614,91.73617216,219,truck,high,6,0,2016-10-04 10:59:00,0.37954939341421146,1.5,0.8,11.897746967071058,4.619549393414211,0.5945994485606374,11.189198897121276,11.189198897121276
BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,2016-10-04 10:59:00,0.7958656330749354,1.0,0.5,13.979328165374678,3.6458656330749353,-0.12071496481009639,9.758570070379808,10.758570070379808
Others-CCCPS119a,2803,26.14754061,91.72797041,574,truck,average,4,0,2016-10-04 10:59:00,0.20478059222261863,1.5,0.5,11.023902961113093,3.654780592222618,-0.11416561169083841,9.771668776618323,10.771668776618323
BHMEURBRD01,470,26.14901995,91.7395035,458,cycle,high,6,0,2016-10-04 10:59:00,0.9744680851063829,1.0,0.8,14.872340425531915,4.614468085106383,0.5908664777343569,11.181732955468712,10.181732955468712
Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,2016-10-04 10:59:00,0.6789447486311598,0.6,0.5,13.394723743155799,3.5489447486311594,-0.19191765753562248,9.616164684928755,10.616164684928755
Shopping,1920,26.15050395,91.73353109,1428,truck,average,6,0,2016-10-04 11:25:00,0.74375,1.5,0.5,13.71875,5.19375,1.0164345317645669,12.032869063529134,12.032869063529134
BHMNCPHST01,1200,26.14001386,91.73099967,765,car,average,5,0,2016-10-04 11:25:00,0.6375,1.0,0.5,13.1875,3.9875,0.13026589439529176,10.260531788790583,11.260531788790583
BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,2016-10-04 11:25:00,0.42807625649913345,1.0,0.5,12.140381282495667,3.7780762564991335,-0.023586750919473293,9.952826498161054,10.952826498161054
Others-CCCPS8,1322,26.14754886,91.72799519,820,truck,average,5,0,2016-10-04 11:25:00,0.6202723146747352,1.5,0.5,13.101361573373676,4.570272314674735,0.558398162160555,11.11679632432111,12.11679632432111
Others-CCCPS202,2937,26.14749053,91.72799688,1369,bike,average,6,0,2016-10-04 11:25:00,0.46612189308818525,0.6,0.5,12.330609465440926,3.836121893088185,0.019056335241233027,10.038112670482466,11.038112670482466
Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,2016-10-04 11:25:00,0.7088103534096566,0.6,0.5,13.544051767048284,4.078810353409657,0.19734682410202153,10.394693648204044,11.394693648204044
BHMEURBRD01,470,26.14901995,91.7395035,464,car,average,5,0,2016-10-04 11:25:00,0.9872340425531915,1.0,0.5,14.936170212765958,4.337234042553192,0.3871971606593416,10.774394321318683,9.774394321318683
Others-CCCPS98,3103,26.14749998,91.72797778,1241,truck,high,9,0,2016-10-04 11:25:00,0.3999355462455688,1.5,0.8,11.999677731227845,6.139935546245569,1.7115474488339468,13.423094897667893,13.423094897667893
Others-CCCPS135a,3883,26.14749943,91.72800489,3221,truck,average,7,0,2016-10-04 11:25:00,0.829513262941025,1.5,0.5,14.147566314705125,5.779513262941025,1.4467640924206737,12.893528184841347,12.893528184841347
BHMMBMMBX01,687,20.0000347,78.00000286,604,bike,average,5,0,2016-10-04 11:25:00,0.8791848617176128,0.6,0.5,14.395924308588064,3.7491848617176124,-0.04481174403469674,9.910376511930606,9.910376511930606
Others-CCCPS119a,2803,26.14754061,91.72797041,588,truck,average,5,0,2016-10-04 11:25:00,0.2097752408134142,1.5,0.5,11.04887620406707,4.159775240813413,0.2568274822950526,10.513654964590105,11.513654964590105
BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,2016-10-04 11:25:00,0.8372093023255814,0.6,0.5,14.186046511627907,3.707209302325581,-0.0756489869522092,9.848702026095582,10.848702026095582
BHMNCPNST01,485,26.14004753,91.73097233,373,truck,high,7,0,2016-10-04 11:25:00,0.7690721649484537,1.5,0.8,13.845360824742269,5.509072164948453,1.2480851955943706,12.496170391188741,12.496170391188741
Broad Street,690,26.13795775,91.74099445,672,car,average,6,0,2016-10-04 11:25:00,0.9739130434782609,1.0,0.5,14.869565217391305,4.823913043478261,0.7447347085026652,11.489469417005331,10.489469417005331
Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,average,6,0,2016-10-04 11:59:00,0.41508217853689977,0.6,0.5,12.075410892684499,3.7850821785369,-0.018439867283640818,9.96312026543272,10.96312026543272
Others-CCCPS135a,3883,26.14749943,91.72800489,3248,bike,average,7,0,2016-10-04 11:59:00,0.836466649497811,0.6,0.5,14.182333247489055,4.706466649497811,0.6584529999699475,11.316905999939895,11.316905999939895
BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0,2016-10-04 11:59:00,0.4488734835355286,1.0,0.5,12.244367417677644,3.7988734835355285,-0.008308118510021204,9.983383762979956,10.983383762979956
Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0,2016-10-04 11:59:00,0.47327204630575415,1.0,0.5,12.36636023152877,4.323272046305754,0.3769400139737071,10.753880027947414,11.753880027947414
Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,average,5,0,2016-10-04 11:59:00,0.21584017124509455,1.0,0.5,11.079200856225473,3.5658401712450942,-0.17950547628333757,9.640989047433324,10.640989047433324
BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,2016-10-04 11:59:00,0.8578811369509044,1.0,0.5,14.289405684754522,4.207881136950904,0.29216836223668013,10.58433672447336,11.58433672447336
Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,2016-10-04 11:59:00,0.7317073170731707,0.6,0.5,13.658536585365853,4.101707317073171,0.2141680229327695,10.428336045865539,11.428336045865539
Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,8,0,2016-10-04 11:59:00,0.632375189107413,1.0,0.8,13.161875945537066,5.2723751891074135,1.0741963362779088,12.148392672555817,12.148392672555817
Broad Street,690,26.13795775,91.74099445,677,car,high,7,0,2016-10-04 11:59:00,0.981159420289855,1.0,0.8,14.905797101449275,5.121159420289855,0.9631060384111287,11.926212076822258,10.926212076822258
Shopping,1920,26.15050395,91.73353109,1447,car,average,6,0,2016-10-04 11:59:00,0.7536458333333333,1.0,0.5,13.768229166666668,4.603645833333333,0.5829159367130174,11.165831873426036,11.165831873426036
BHMNCPNST01,485,26.14004753,91.73097233,381,car,high,7,0,2016-10-04 11:59:00,0.7855670103092783,1.0,0.8,13.927835051546392,4.925567010309278,0.8194145487263532,11.638829097452707,11.638829097452707
BHMNCPHST01,1200,26.14001386,91.73099967,771,car,average,6,0,2016-10-04 11:59:00,0.6425,1.0,0.5,13.2125,4.4925,0.5012629197809779,11.002525839561956,11.002525839561956
BHMMBMMBX01,687,20.0000347,78.00000286,634,bike,average,5,0,2016-10-04 11:59:00,0.9228529839883551,0.6,0.5,14.614264919941775,3.7928529839883547,-0.012731063902768406,9.974537872194464,9.974537872194464
BHMEURBRD01,470,26.14901995,91.7395035,460,bike,average,5,0,2016-10-04 11:59:00,0.9787234042553191,0.6,0.5,14.893617021276595,3.8487234042553187,0.0283140048617698,10.056628009723541,11.056628009723541
Shopping,1920,26.15050395,91.73353109,1460,cycle,high,10,0,2016-10-04 12:29:00,0.7604166666666666,1.0,0.8,13.802083333333332,6.4004166666666675,1.9029092722901018,13.805818544580204,13.805818544580204
Others-CCCPS135a,3883,26.14749943,91.72800489,3251,car,high,11,0,2016-10-04 12:29:00,0.8372392480041205,1.0,0.8,14.186196240020603,6.977239248004121,2.3266705828871084,14.653341165774217,14.653341165774217
BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,high,8,0,2016-10-04 12:29:00,0.4610051993067591,0.6,0.8,12.305025996533796,4.621005199306759,0.5956689528292995,11.191337905658598,12.191337905658598
